AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_E,AAC_Q,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V
TOPB45_0022,0.0469613259668508,0.0469613259668508,0.0497237569060773,0.0303867403314917,0.0193370165745856,0.0966850828729282,0.0193370165745856,0.0524861878453039,0.0165745856353591,0.0939226519337017,0.121546961325967,0.104972375690608,0.0165745856353591,0.0386740331491713,0.0524861878453039,0.0524861878453039,0.0552486187845304,0.00276243093922652,0.0276243093922652,0.0552486187845304
TOPB45_0023,0.0779467680608365,0.0342205323193916,0.0399239543726236,0.0399239543726236,0.00190114068441065,0.091254752851711,0.0190114068441065,0.0741444866920152,0.0152091254752852,0.110266159695817,0.114068441064639,0.0855513307984791,0.0190114068441065,0.026615969581749,0.0494296577946768,0.0456273764258555,0.0513307984790875,0.00190114068441065,0.0247148288973384,0.0779467680608365
TOPB45_0024,0.0645994832041344,0.0284237726098191,0.0258397932816537,0.0387596899224806,0.00516795865633075,0.0749354005167959,0.0310077519379845,0.0671834625322997,0.0155038759689922,0.0801033591731266,0.129198966408269,0.10594315245478,0.020671834625323,0.0465116279069767,0.0516795865633075,0.0594315245478036,0.0439276485788114,0.00775193798449612,0.0310077519379845,0.0723514211886305
TOPB45_0025,0.0833333333333333,0.0448717948717949,0.0512820512820513,0.0384615384615385,0,0.134615384615385,0.0256410256410256,0.0641025641025641,0.00641025641025641,0.128205128205128,0.0705128205128205,0.0833333333333333,0.00641025641025641,0.0192307692307692,0.0512820512820513,0.0448717948717949,0.032051282051282,0,0.0384615384615385,0.0769230769230769
TOPB45_0026,0.0837209302325581,0.0488372093023256,0.0302325581395349,0.0511627906976744,0.0186046511627907,0.104651162790698,0.027906976744186,0.0697674418604651,0.00930232558139535,0.0976744186046512,0.0837209302325581,0.0976744186046512,0.0162790697674419,0.0395348837209302,0.0418604651162791,0.0372093023255814,0.0372093023255814,0.00697674418604651,0.0418604651162791,0.0558139534883721
TOPB45_0027,0.0523560209424084,0.0445026178010471,0.0261780104712042,0.0261780104712042,0,0.0680628272251309,0.0209424083769634,0.0523560209424084,0.0130890052356021,0.12303664921466,0.115183246073298,0.112565445026178,0.0157068062827225,0.0523560209424084,0.049738219895288,0.0680628272251309,0.0340314136125654,0.0157068062827225,0.0549738219895288,0.0549738219895288
TOPB45_0028,0.059748427672956,0.0345911949685535,0.0408805031446541,0.0471698113207547,0.00628930817610063,0.0911949685534591,0.0220125786163522,0.0377358490566038,0.0220125786163522,0.0754716981132075,0.119496855345912,0.116352201257862,0.00628930817610063,0.0628930817610063,0.0408805031446541,0.0534591194968553,0.0471698113207547,0,0.0283018867924528,0.0880503144654088
TOPB45_0029,0.0656934306569343,0.0218978102189781,0.0328467153284672,0.0510948905109489,0.0072992700729927,0.0948905109489051,0.0364963503649635,0.072992700729927,0,0.12043795620438,0.0985401459854015,0.142335766423358,0.0145985401459854,0.0547445255474453,0.0255474452554745,0.0364963503649635,0.0437956204379562,0.0072992700729927,0.0109489051094891,0.062043795620438
TOPB45_0030,0.0594795539033457,0.0408921933085502,0.0371747211895911,0.0520446096654275,0.0111524163568773,0.0706319702602231,0.0223048327137546,0.104089219330855,0.033457249070632,0.137546468401487,0.0371747211895911,0.0706319702602231,0.0223048327137546,0.0483271375464684,0.0520446096654275,0.0408921933085502,0.0483271375464684,0,0.0408921933085502,0.0706319702602231
TOPB45_0031,0.0855263157894737,0.0394736842105263,0.0526315789473684,0.0197368421052632,0,0.105263157894737,0.0197368421052632,0.0789473684210526,0.0131578947368421,0.131578947368421,0.0723684210526316,0.0921052631578947,0.0328947368421053,0.0526315789473684,0.0592105263157895,0,0.0394736842105263,0,0.0328947368421053,0.0723684210526316
TOPB45_0032,0.0533333333333333,0.0266666666666667,0.0333333333333333,0.0333333333333333,0.02,0.113333333333333,0.0133333333333333,0.0133333333333333,0.02,0.0933333333333333,0.126666666666667,0.18,0.00666666666666667,0.0933333333333333,0.04,0.0266666666666667,0.04,0.00666666666666667,0.0266666666666667,0.0333333333333333
TOPB45_0033,0.0828402366863905,0.0266272189349112,0.0207100591715976,0.0473372781065089,0,0.0857988165680473,0.0325443786982249,0.100591715976331,0,0.0917159763313609,0.109467455621302,0.121301775147929,0.0177514792899408,0.0207100591715976,0.0207100591715976,0.0562130177514793,0.0650887573964497,0,0.0384615384615385,0.0621301775147929
TOPB45_0034,0.0495867768595041,0.0247933884297521,0.0330578512396694,0.0371900826446281,0.00413223140495868,0.0950413223140496,0.0247933884297521,0.0619834710743802,0.0165289256198347,0.0743801652892562,0.132231404958678,0.115702479338843,0.0289256198347107,0.0578512396694215,0.0371900826446281,0.0661157024793388,0.0537190082644628,0.00413223140495868,0.012396694214876,0.0702479338842975
TOPB45_0035,0.0862745098039216,0.0313725490196078,0.0117647058823529,0.0274509803921569,0.00784313725490196,0.0274509803921569,0.0156862745098039,0.0980392156862745,0.00784313725490196,0.105882352941176,0.129411764705882,0.0392156862745098,0.0352941176470588,0.0627450980392157,0.0313725490196078,0.0784313725490196,0.0588235294117647,0.00784313725490196,0.0352941176470588,0.101960784313725
TOPB45_0036,0.0852994555353902,0.0417422867513612,0.0326678765880218,0.0362976406533575,0.0181488203266788,0.0834845735027223,0.0108892921960073,0.107078039927405,0.0199637023593466,0.0907441016333938,0.0961887477313975,0.088929219600726,0.0344827586206897,0.0254083484573503,0.0490018148820327,0.0508166969147005,0.0399274047186933,0.00181488203266788,0.0163339382940109,0.0707803992740472
TOPB45_0037,0.0675675675675676,0.027027027027027,0,0.0540540540540541,0.027027027027027,0.121621621621622,0.0135135135135135,0.0810810810810811,0,0.0405405405405405,0.108108108108108,0.121621621621622,0.0540540540540541,0,0.0405405405405405,0.027027027027027,0.0405405405405405,0,0.027027027027027,0.148648648648649
TOPB45_0038,0.0568181818181818,0.0795454545454545,0.0454545454545455,0.0227272727272727,0.0227272727272727,0.125,0.0340909090909091,0.0227272727272727,0.0113636363636364,0.113636363636364,0.113636363636364,0.113636363636364,0.0113636363636364,0.0113636363636364,0.0454545454545455,0.0454545454545455,0.0454545454545455,0,0.0113636363636364,0.0681818181818182
TOPB45_0039,0.041994750656168,0.047244094488189,0.0288713910761155,0.057742782152231,0.020997375328084,0.112860892388451,0.015748031496063,0.094488188976378,0.0078740157480315,0.094488188976378,0.0708661417322835,0.136482939632546,0.0026246719160105,0.0603674540682415,0.047244094488189,0.0446194225721785,0.0236220472440945,0.005249343832021,0.047244094488189,0.0393700787401575
TOPB45_0040,0.0869565217391304,0.0124223602484472,0,0.0434782608695652,0.0186335403726708,0.0993788819875776,0.0186335403726708,0.0559006211180124,0.0248447204968944,0.130434782608696,0.0869565217391304,0.118012422360248,0.0248447204968944,0.0372670807453416,0.0496894409937888,0.0496894409937888,0.062111801242236,0,0.0186335403726708,0.062111801242236
TOPB45_0041,0.0666666666666667,0.0916666666666667,0.00833333333333333,0.0416666666666667,0.0333333333333333,0.191666666666667,0.0333333333333333,0.0416666666666667,0,0.075,0.133333333333333,0.133333333333333,0.025,0.025,0.025,0.00833333333333333,0.05,0,0.00833333333333333,0.00833333333333333
TOPB45_0042,0.0404328018223235,0.0364464692482916,0.0398633257403189,0.0347380410022779,0.0170842824601367,0.0945330296127563,0.0222095671981777,0.0694760820045558,0.015375854214123,0.0848519362186788,0.126423690205011,0.100797266514806,0.00341685649202733,0.0472665148063781,0.0478359908883827,0.0700455580865604,0.0484054669703872,0.00455580865603645,0.0438496583143508,0.0523917995444191
TOPB45_0043,0.0406091370558376,0.0406091370558376,0.0355329949238579,0.0558375634517767,0,0.0913705583756345,0.0101522842639594,0.065989847715736,0.0101522842639594,0.142131979695431,0.126903553299492,0.0862944162436548,0.0304568527918782,0.0152284263959391,0.0355329949238579,0.0609137055837563,0.050761421319797,0.0050761421319797,0.0203045685279188,0.0761421319796954
TOPB45_0044,0.0707070707070707,0.0328282828282828,0.0606060606060606,0.0353535353535354,0.0151515151515152,0.0606060606060606,0.0176767676767677,0.095959595959596,0.0176767676767677,0.0833333333333333,0.0883838383838384,0.0707070707070707,0.0202020202020202,0.0328282828282828,0.0606060606060606,0.0429292929292929,0.053030303030303,0.0126262626262626,0.0555555555555556,0.0732323232323232
TOPB45_0045,0.0427350427350427,0.00854700854700855,0.0427350427350427,0,0,0.0598290598290598,0.0170940170940171,0.0598290598290598,0.00854700854700855,0.11965811965812,0.128205128205128,0.0769230769230769,0.0256410256410256,0.0769230769230769,0.111111111111111,0.0512820512820513,0.094017094017094,0,0.00854700854700855,0.0683760683760684
TOPB45_0046,0.0699481865284974,0.0181347150259067,0.0362694300518135,0.0362694300518135,0.0129533678756477,0.0829015544041451,0.0155440414507772,0.0544041450777202,0.0181347150259067,0.0880829015544041,0.10880829015544,0.121761658031088,0.0155440414507772,0.0518134715025907,0.0466321243523316,0.0595854922279793,0.038860103626943,0.00518134715025907,0.038860103626943,0.0803108808290155
TOPB45_0047,0.0584958217270195,0.0250696378830084,0.0334261838440111,0.0167130919220056,0,0.0779944289693593,0.0167130919220056,0.0807799442896936,0.0194986072423398,0.13091922005571,0.142061281337047,0.0807799442896936,0.0139275766016713,0.0724233983286908,0.052924791086351,0.0417827298050139,0.0445682451253482,0.00557103064066852,0.0222841225626741,0.064066852367688
TOPB45_0048,0.0472103004291846,0.0214592274678112,0.0472103004291846,0.0257510729613734,0.00429184549356223,0.0686695278969957,0.00429184549356223,0.055793991416309,0,0.0901287553648069,0.180257510729614,0.0901287553648069,0.00858369098712446,0.055793991416309,0.0686695278969957,0.0987124463519313,0.0386266094420601,0.00858369098712446,0.0472103004291846,0.0386266094420601
TOPB45_0049,0.0581039755351682,0.036697247706422,0.0214067278287462,0.036697247706422,0.00305810397553517,0.0275229357798165,0.018348623853211,0.073394495412844,0.0122324159021407,0.122324159021407,0.168195718654434,0.0581039755351682,0.0305810397553517,0.0642201834862385,0.055045871559633,0.0581039755351682,0.0519877675840979,0.0152905198776758,0.036697247706422,0.0519877675840979
TOPB45_0050,0.075812274368231,0.036101083032491,0.0180505415162455,0.0216606498194946,0.0036101083032491,0.0505415162454874,0.0144404332129964,0.0794223826714801,0.0108303249097473,0.155234657039711,0.155234657039711,0.0433212996389892,0.0252707581227437,0.0541516245487365,0.0577617328519856,0.0722021660649819,0.0288808664259928,0.0144404332129964,0.0216606498194946,0.0613718411552347
TOPB45_0052,0.0711864406779661,0.0474576271186441,0.0305084745762712,0.0610169491525424,0.00677966101694915,0.0779661016949153,0.0203389830508475,0.0406779661016949,0.0135593220338983,0.0983050847457627,0.128813559322034,0.0779661016949153,0.0169491525423729,0.023728813559322,0.0677966101694915,0.0542372881355932,0.0440677966101695,0.0101694915254237,0.0440677966101695,0.0644067796610169
TOPB45_0053,0.0457516339869281,0.042483660130719,0.0343137254901961,0.0375816993464052,0.00326797385620915,0.0931372549019608,0.0228758169934641,0.042483660130719,0.0147058823529412,0.0882352941176471,0.109477124183007,0.104575163398693,0.00980392156862745,0.0735294117647059,0.0604575163398693,0.0522875816993464,0.053921568627451,0.011437908496732,0.0490196078431373,0.0506535947712418
TOPB45_0054,0.0518292682926829,0.0518292682926829,0.0426829268292683,0.0304878048780488,0.00914634146341463,0.128048780487805,0.0152439024390244,0.0579268292682927,0.00609756097560976,0.0884146341463415,0.146341463414634,0.115853658536585,0.0121951219512195,0.0426829268292683,0.0457317073170732,0.0396341463414634,0.0396341463414634,0.00304878048780488,0.024390243902439,0.0487804878048781
TOPB45_0055,0.057784911717496,0.0192616372391653,0.0513643659711075,0.043338683788122,0.00802568218298555,0.110754414125201,0.0128410914927769,0.0304975922953451,0.00321027287319422,0.07223113964687,0.126805778491172,0.14446227929374,0.00802568218298555,0.07223113964687,0.0224719101123595,0.0642054574638844,0.0465489566613162,0.00481540930979133,0.0706260032102729,0.0304975922953451
TOPB45_0056,0.0498866213151927,0.0521541950113379,0.0430839002267574,0.0408163265306122,0.0090702947845805,0.108843537414966,0.0204081632653061,0.0521541950113379,0.0113378684807256,0.0793650793650794,0.140589569160998,0.102040816326531,0.0136054421768707,0.0612244897959184,0.0340136054421769,0.0612244897959184,0.0453514739229025,0.00226757369614512,0.0317460317460317,0.0408163265306122
TOPB45_0057,0.0534351145038168,0.0534351145038168,0.0763358778625954,0.0229007633587786,0,0.114503816793893,0.0305343511450382,0.0458015267175573,0.0229007633587786,0.0534351145038168,0.137404580152672,0.099236641221374,0.0152671755725191,0.0381679389312977,0.0305343511450382,0.0534351145038168,0.0763358778625954,0,0.0381679389312977,0.0381679389312977
TOPB45_0058,0.0882352941176471,0.0514705882352941,0.0514705882352941,0.0514705882352941,0,0.0661764705882353,0.0220588235294118,0.0514705882352941,0.00735294117647059,0.0661764705882353,0.117647058823529,0.0808823529411765,0.0220588235294118,0.00735294117647059,0.0588235294117647,0.0588235294117647,0.0588235294117647,0,0.0294117647058824,0.110294117647059
TOPB45_0059,0.0721649484536082,0.0309278350515464,0.103092783505155,0.0618556701030928,0,0.0721649484536082,0.0824742268041237,0.0103092783505155,0,0.103092783505155,0.144329896907216,0.134020618556701,0.0412371134020619,0.0515463917525773,0.0103092783505155,0.0309278350515464,0.0206185567010309,0,0.0103092783505155,0.0206185567010309
TOPB45_0060,0.066147859922179,0.0291828793774319,0.0194552529182879,0.0369649805447471,0,0.110894941634241,0.0389105058365759,0.0739299610894942,0.00194552529182879,0.0972762645914397,0.11284046692607,0.110894941634241,0.0155642023346304,0.0175097276264591,0.0700389105058366,0.0525291828793774,0.0408560311284047,0.0116731517509728,0.0350194552529183,0.0583657587548638
TOPB45_0061,0.0773809523809524,0.0416666666666667,0.0238095238095238,0.0505952380952381,0,0.142857142857143,0.0327380952380952,0.0535714285714286,0.0119047619047619,0.0922619047619048,0.130952380952381,0.104166666666667,0.0178571428571429,0.0357142857142857,0.0446428571428571,0.0327380952380952,0.0357142857142857,0,0.0178571428571429,0.0535714285714286
TOPB45_0062,0.0299145299145299,0.0128205128205128,0.0555555555555556,0.0341880341880342,0,0.14957264957265,0.0128205128205128,0.0598290598290598,0.00854700854700855,0.0982905982905983,0.102564102564103,0.175213675213675,0.0128205128205128,0.047008547008547,0.0341880341880342,0.0512820512820513,0.047008547008547,0.00427350427350427,0.0256410256410256,0.0384615384615385
TOPB45_0063,0.0776255707762557,0.0502283105022831,0.0319634703196347,0.0639269406392694,0.0045662100456621,0.0707762557077626,0.0114155251141553,0.089041095890411,0.0091324200913242,0.107305936073059,0.10958904109589,0.0799086757990868,0.0136986301369863,0.0273972602739726,0.0502283105022831,0.0570776255707763,0.0365296803652968,0,0.0410958904109589,0.0684931506849315
TOPB45_0064,0.0136986301369863,0.0547945205479452,0.0684931506849315,0.0410958904109589,0.0136986301369863,0.123287671232877,0.0342465753424658,0.0136986301369863,0.00684931506849315,0.0753424657534247,0.157534246575342,0.191780821917808,0.0273972602739726,0.0342465753424658,0,0.0136986301369863,0.0273972602739726,0.0136986301369863,0.0479452054794521,0.0410958904109589
TOPB45_0065,0.102150537634409,0.0537634408602151,0.0268817204301075,0.0376344086021505,0.00537634408602151,0.102150537634409,0.032258064516129,0.0268817204301075,0,0.0860215053763441,0.123655913978495,0.112903225806452,0.043010752688172,0.0537634408602151,0.0376344086021505,0.0591397849462366,0.0376344086021505,0.00537634408602151,0.0161290322580645,0.0376344086021505
TOPB45_0066,0.0313725490196078,0.00784313725490196,0.0392156862745098,0.0117647058823529,0.00784313725490196,0.0392156862745098,0.0235294117647059,0.0392156862745098,0.0117647058823529,0.0980392156862745,0.184313725490196,0.0784313725490196,0.0117647058823529,0.149019607843137,0.0470588235294118,0.0745098039215686,0.0431372549019608,0.0117647058823529,0.0431372549019608,0.0470588235294118
TOPB45_0067,0.0481481481481481,0.0333333333333333,0.062962962962963,0.0259259259259259,0.0222222222222222,0.0814814814814815,0.0296296296296296,0.0962962962962963,0.0296296296296296,0.0814814814814815,0.111111111111111,0.0851851851851852,0.0111111111111111,0.062962962962963,0.0518518518518519,0.0222222222222222,0.0333333333333333,0.0222222222222222,0.037037037037037,0.0518518518518519
TOPB45_0068,0.0239234449760766,0.0155502392344498,0.0729665071770335,0.0394736842105263,0.00598086124401914,0.0944976076555024,0.034688995215311,0.0191387559808612,0.00598086124401914,0.105263157894737,0.129186602870813,0.105263157894737,0.00478468899521531,0.106459330143541,0.0526315789473684,0.0717703349282297,0.0334928229665072,0.00598086124401914,0.0502392344497608,0.0227272727272727
TOPB45_0069,0.152173913043478,0.0543478260869565,0.0217391304347826,0.0217391304347826,0,0.0978260869565217,0.0217391304347826,0.0652173913043478,0,0.0326086956521739,0.0543478260869565,0.184782608695652,0.0326086956521739,0.0434782608695652,0.0543478260869565,0.0326086956521739,0.0108695652173913,0,0,0.119565217391304
TOPB45_0070,0.0180505415162455,0.0288808664259928,0.0685920577617329,0.036101083032491,0.0144404332129964,0.0866425992779783,0.0397111913357401,0.0577617328519856,0.0108303249097473,0.104693140794224,0.11913357400722,0.166064981949458,0.0144404332129964,0.0938628158844765,0.0180505415162455,0.0288808664259928,0.0288808664259928,0,0.0324909747292419,0.0324909747292419
TOPB45_0071,0.04,0.0142857142857143,0.0228571428571429,0.0171428571428571,0.00285714285714286,0.0342857142857143,0.04,0.06,0.0114285714285714,0.148571428571429,0.191428571428571,0.0657142857142857,0.00857142857142857,0.0971428571428571,0.04,0.0514285714285714,0.0285714285714286,0.0114285714285714,0.0542857142857143,0.06
TOPB45_0072,0.040983606557377,0.0819672131147541,0.0163934426229508,0.0491803278688525,0.040983606557377,0.10655737704918,0.0163934426229508,0.0491803278688525,0.00819672131147541,0.0901639344262295,0.0573770491803279,0.147540983606557,0.0163934426229508,0.0655737704918033,0.0491803278688525,0.0491803278688525,0.040983606557377,0,0.040983606557377,0.0327868852459016
TOPB45_0073,0.0333333333333333,0.0111111111111111,0.0555555555555556,0.0444444444444444,0,0.1,0.0333333333333333,0.0333333333333333,0.0222222222222222,0.0888888888888889,0.188888888888889,0.111111111111111,0.0222222222222222,0.0444444444444444,0.0222222222222222,0.0555555555555556,0.0888888888888889,0,0.0111111111111111,0.0333333333333333
TOPB45_0074,0.0505415162454874,0.0180505415162455,0.0541516245487365,0.0216606498194946,0.0108303249097473,0.0794223826714801,0.0180505415162455,0.0685920577617329,0.0072202166064982,0.104693140794224,0.122743682310469,0.101083032490975,0.0072202166064982,0.0722021660649819,0.0541516245487365,0.0685920577617329,0.0324909747292419,0.0108303249097473,0.0685920577617329,0.0288808664259928
TOPB45_0075,0.104761904761905,0.0634920634920635,0.0444444444444444,0.0476190476190476,0.0126984126984127,0.0698412698412698,0.0222222222222222,0.053968253968254,0.0158730158730159,0.120634920634921,0.073015873015873,0.0666666666666667,0.0285714285714286,0.0349206349206349,0.0507936507936508,0.0476190476190476,0.0380952380952381,0,0.0253968253968254,0.0793650793650794
TOPB45_0076,0.0447761194029851,0.00995024875621891,0.0248756218905473,0.0497512437810945,0.00995024875621891,0.114427860696517,0.0298507462686567,0.054726368159204,0.0398009950248756,0.134328358208955,0.0995024875621891,0.114427860696517,0.00497512437810945,0.0199004975124378,0.0597014925373134,0.0398009950248756,0.0696517412935323,0,0.00497512437810945,0.0746268656716418
TOPB45_0077,0.037037037037037,0.0211640211640212,0.0582010582010582,0.0529100529100529,0.00529100529100529,0.0687830687830688,0,0.0846560846560847,0.0158730158730159,0.0793650793650794,0.137566137566138,0.111111111111111,0.0264550264550265,0.0582010582010582,0.0476190476190476,0.0687830687830688,0.0423280423280423,0.0105820105820106,0.037037037037037,0.037037037037037
