AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_E,AAC_Q,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V
TOPB45_0402,0.0465116279069767,0.0232558139534884,0.0554561717352415,0.0393559928443649,0.00715563506261181,0.0805008944543828,0.0250447227191413,0.0500894454382826,0.0196779964221825,0.103756708407871,0.134168157423971,0.0912343470483005,0.00536672629695885,0.0769230769230769,0.0483005366726297,0.0697674418604651,0.0429338103756708,0.0035778175313059,0.037567084078712,0.0393559928443649
TOPB45_0403,0.064066852367688,0.064066852367688,0.0417827298050139,0.0557103064066852,0.00835654596100279,0.100278551532033,0.0167130919220056,0.0473537604456825,0.0306406685236769,0.0807799442896936,0.122562674094708,0.0947075208913649,0.00835654596100279,0.0612813370473538,0.0306406685236769,0.052924791086351,0.0445682451253482,0,0.0306406685236769,0.0445682451253482
TOPB45_0404,0.0411985018726592,0.0337078651685393,0.0187265917602996,0.0449438202247191,0.00374531835205993,0.116104868913858,0.0112359550561798,0.0749063670411985,0.0187265917602996,0.0823970037453183,0.123595505617978,0.108614232209738,0.0224719101123595,0.0561797752808989,0.048689138576779,0.0561797752808989,0.0449438202247191,0.0224719101123595,0.0374531835205993,0.0337078651685393
TOPB45_0405,0.0664451827242525,0.00664451827242525,0.0498338870431894,0.0199335548172757,0.00332225913621262,0.13953488372093,0.0664451827242525,0.0232558139534884,0.00332225913621262,0.0730897009966777,0.132890365448505,0.159468438538206,0.0132890365448505,0.0431893687707641,0.0465116279069767,0.0498338870431894,0.0398671096345515,0.00664451827242525,0.0398671096345515,0.0166112956810631
TOPB45_0406,0.0657894736842105,0.0131578947368421,0.0328947368421053,0.0394736842105263,0,0.0921052631578947,0.0197368421052632,0.0657894736842105,0.0131578947368421,0.157894736842105,0.0657894736842105,0.125,0.0263157894736842,0.0460526315789474,0.0460526315789474,0.0394736842105263,0.0460526315789474,0.00657894736842105,0.0197368421052632,0.0789473684210526
TOPB45_0407,0.0872093023255814,0.0348837209302326,0.0232558139534884,0.0755813953488372,0.0290697674418605,0.0872093023255814,0.0116279069767442,0.0581395348837209,0.0174418604651163,0.0813953488372093,0.0930232558139535,0.104651162790698,0.0174418604651163,0.063953488372093,0.0348837209302326,0.0290697674418605,0.0406976744186047,0,0.0523255813953488,0.0581395348837209
TOPB45_0408,0.0495495495495495,0.0405405405405405,0.0382882882882883,0.0495495495495495,0.00900900900900901,0.0833333333333333,0.0135135135135135,0.0518018018018018,0.0112612612612613,0.0765765765765766,0.126126126126126,0.114864864864865,0.0112612612612613,0.0788288288288288,0.0382882882882883,0.0765765765765766,0.0405405405405405,0.0045045045045045,0.0382882882882883,0.0472972972972973
TOPB45_0409,0.036214953271028,0.0338785046728972,0.0525700934579439,0.0303738317757009,0.0058411214953271,0.106308411214953,0.0233644859813084,0.0549065420560748,0.00934579439252336,0.0677570093457944,0.129672897196262,0.0992990654205607,0.0105140186915888,0.0619158878504673,0.0420560747663551,0.0700934579439252,0.0595794392523364,0.00700934579439252,0.044392523364486,0.0549065420560748
TOPB45_0410,0.0128205128205128,0.0192307692307692,0.032051282051282,0.0833333333333333,0,0.108974358974359,0.0128205128205128,0.0833333333333333,0.0128205128205128,0.0833333333333333,0.141025641025641,0.0769230769230769,0.00641025641025641,0.0576923076923077,0.0192307692307692,0.0576923076923077,0.0576923076923077,0.0256410256410256,0.0641025641025641,0.0448717948717949
TOPB45_0411,0.060702875399361,0.0223642172523962,0.0543130990415335,0.0223642172523962,0,0.0894568690095847,0.0191693290734824,0.0638977635782748,0.00958466453674121,0.0766773162939297,0.156549520766773,0.140575079872204,0.00319488817891374,0.060702875399361,0.0415335463258786,0.0543130990415335,0.0255591054313099,0.00958466453674121,0.0415335463258786,0.0479233226837061
TOPB45_0412,0.0489130434782609,0.0108695652173913,0.016304347826087,0.0543478260869565,0,0.108695652173913,0.0815217391304348,0.0271739130434783,0.0108695652173913,0.108695652173913,0.0815217391304348,0.168478260869565,0.0380434782608696,0.0326086956521739,0.0217391304347826,0.0543478260869565,0.0271739130434783,0.00543478260869565,0.0597826086956522,0.0434782608695652
TOPB45_0413,0.0459183673469388,0.0408163265306122,0.0408163265306122,0.0357142857142857,0.0255102040816327,0.153061224489796,0.0102040816326531,0.0357142857142857,0.00510204081632653,0.0714285714285714,0.076530612244898,0.142857142857143,0.0153061224489796,0.0408163265306122,0.0612244897959184,0.0459183673469388,0.0153061224489796,0.0153061224489796,0.0306122448979592,0.0918367346938776
TOPB45_0414,0.031413612565445,0.0575916230366492,0.0523560209424084,0.0366492146596859,0.0471204188481675,0.109947643979058,0.0104712041884817,0.0523560209424084,0,0.0890052356020942,0.162303664921466,0.0732984293193717,0.0157068062827225,0.0680628272251309,0.0366492146596859,0.031413612565445,0.031413612565445,0.00523560209424084,0.0575916230366492,0.031413612565445
TOPB45_0415,0.0269230769230769,0.0115384615384615,0.107692307692308,0.0384615384615385,0.0153846153846154,0.0576923076923077,0.0153846153846154,0.0384615384615385,0.0153846153846154,0.0692307692307692,0.161538461538462,0.107692307692308,0.0153846153846154,0.0653846153846154,0.0307692307692308,0.0884615384615385,0.0461538461538462,0.00769230769230769,0.0576923076923077,0.0230769230769231
TOPB45_0416,0.0709677419354839,0.0129032258064516,0.0451612903225806,0.0516129032258065,0.0032258064516129,0.067741935483871,0.0354838709677419,0.0645161290322581,0.0129032258064516,0.0935483870967742,0.119354838709677,0.109677419354839,0.00967741935483871,0.0548387096774194,0.0451612903225806,0.0548387096774194,0.0645161290322581,0.0032258064516129,0.0161290322580645,0.0645161290322581
TOPB45_0417,0.0364145658263305,0.0252100840336134,0.0504201680672269,0.0448179271708683,0.0448179271708683,0.0672268907563025,0.0224089635854342,0.0700280112044818,0.0448179271708683,0.0728291316526611,0.0728291316526611,0.126050420168067,0.0336134453781513,0.0364145658263305,0.030812324929972,0.0532212885154062,0.0588235294117647,0.0112044817927171,0.0392156862745098,0.0588235294117647
TOPB45_0418,0.0515873015873016,0.0436507936507936,0.0343915343915344,0.041005291005291,0.0171957671957672,0.0992063492063492,0.0224867724867725,0.0568783068783069,0.0277777777777778,0.103174603174603,0.0886243386243386,0.0992063492063492,0.0158730158730159,0.0648148148148148,0.0529100529100529,0.0489417989417989,0.0357142857142857,0.00661375661375661,0.0343915343915344,0.0555555555555556
TOPB45_0419,0.0315789473684211,0.0210526315789474,0.0315789473684211,0.05,0.0131578947368421,0.0552631578947368,0.0131578947368421,0.0631578947368421,0.0210526315789474,0.105263157894737,0.131578947368421,0.121052631578947,0.0263157894736842,0.0815789473684211,0.0342105263157895,0.0578947368421053,0.0263157894736842,0.0157894736842105,0.05,0.05
TOPB45_0420,0.031496062992126,0.031496062992126,0.0551181102362205,0.0354330708661417,0.0118110236220472,0.102362204724409,0.0118110236220472,0.0708661417322835,0.0078740157480315,0.114173228346457,0.0826771653543307,0.114173228346457,0.0118110236220472,0.062992125984252,0.0669291338582677,0.0433070866141732,0.0511811023622047,0.00393700787401575,0.0236220472440945,0.0669291338582677
TOPB45_0421,0.0631868131868132,0.0576923076923077,0.0302197802197802,0.0274725274725275,0.0384615384615385,0.107142857142857,0.0192307692307692,0.0796703296703297,0.0192307692307692,0.118131868131868,0.0851648351648352,0.0906593406593407,0.00824175824175824,0.0467032967032967,0.0384615384615385,0.0357142857142857,0.0659340659340659,0.00549450549450549,0.0302197802197802,0.032967032967033
TOPB45_0422,0.0767326732673267,0.0222772277227723,0.0346534653465347,0.0247524752475248,0.0123762376237624,0.103960396039604,0.0099009900990099,0.0618811881188119,0.0099009900990099,0.0866336633663366,0.116336633663366,0.108910891089109,0.0099009900990099,0.0693069306930693,0.0495049504950495,0.0643564356435644,0.051980198019802,0.00742574257425743,0.0396039603960396,0.0396039603960396
TOPB45_0423,0.0405405405405405,0.027027027027027,0.0337837837837838,0.0202702702702703,0,0.0810810810810811,0.0472972972972973,0.0472972972972973,0,0.0878378378378378,0.0945945945945946,0.0878378378378378,0.027027027027027,0.0810810810810811,0.0472972972972973,0.0810810810810811,0.0472972972972973,0.0135135135135135,0.0472972972972973,0.0878378378378378
TOPB45_0424,0.030188679245283,0.0433962264150943,0.0471698113207547,0.039622641509434,0.00754716981132075,0.10188679245283,0.0245283018867925,0.0283018867924528,0.0169811320754717,0.0962264150943396,0.160377358490566,0.0981132075471698,0.00754716981132075,0.0509433962264151,0.0490566037735849,0.0622641509433962,0.0377358490566038,0.00188679245283019,0.0490566037735849,0.0471698113207547
TOPB45_0425,0.0831353919239905,0.0475059382422803,0.0475059382422803,0.0356294536817102,0.0118764845605701,0.111638954869359,0.0142517814726841,0.0736342042755344,0.0166270783847981,0.0855106888361045,0.0950118764845606,0.0902612826603325,0.0285035629453682,0.0261282660332542,0.0356294536817102,0.0308788598574822,0.0498812351543943,0.00950118764845606,0.0308788598574822,0.0760095011876485
TOPB45_0426,0.028436018957346,0.0521327014218009,0.028436018957346,0.0568720379146919,0.004739336492891,0.0947867298578199,0.014218009478673,0.0521327014218009,0.018957345971564,0.0900473933649289,0.0995260663507109,0.104265402843602,0.00947867298578199,0.0663507109004739,0.0473933649289099,0.0568720379146919,0.037914691943128,0.033175355450237,0.0521327014218009,0.0521327014218009
TOPB45_0427,0.0520231213872832,0.0346820809248555,0.038150289017341,0.0312138728323699,0.00578034682080925,0.126011560693642,0.0208092485549133,0.0450867052023121,0.00346820809248555,0.0763005780346821,0.134104046242775,0.119075144508671,0.0196531791907514,0.0520231213872832,0.038150289017341,0.0531791907514451,0.0473988439306358,0.00809248554913295,0.0404624277456647,0.0543352601156069
TOPB45_0428,0.0600750938673342,0.0588235294117647,0.032540675844806,0.0337922403003755,0,0.110137672090113,0.0262828535669587,0.0438047559449312,0.0100125156445557,0.0826032540675845,0.097622027534418,0.142678347934919,0.00876095118898623,0.0262828535669587,0.0350438047559449,0.0675844806007509,0.0413016270337922,0.00375469336670839,0.048811013767209,0.0700876095118899
TOPB45_0429,0.0253807106598985,0.0304568527918782,0.0456852791878173,0.0380710659898477,0.0126903553299492,0.0939086294416244,0.0228426395939086,0.065989847715736,0.0126903553299492,0.0786802030456853,0.0989847715736041,0.116751269035533,0.0126903553299492,0.0913705583756345,0.0609137055837563,0.0304568527918782,0.0431472081218274,0.0126903553299492,0.050761421319797,0.0558375634517767
TOPB45_0430,0.0555555555555556,0.0467836257309941,0.0584795321637427,0.0526315789473684,0.00584795321637427,0.064327485380117,0.0175438596491228,0.0409356725146199,0.0204678362573099,0.0935672514619883,0.105263157894737,0.131578947368421,0.0146198830409357,0.0701754385964912,0.0204678362573099,0.0497076023391813,0.0292397660818713,0.0087719298245614,0.0526315789473684,0.0614035087719298
TOPB45_0431,0.0540540540540541,0.0540540540540541,0.024024024024024,0.0630630630630631,0.003003003003003,0.0780780780780781,0.021021021021021,0.12012012012012,0.03003003003003,0.0750750750750751,0.102102102102102,0.0930930930930931,0.015015015015015,0.033033033033033,0.0570570570570571,0.021021021021021,0.042042042042042,0.00600600600600601,0.027027027027027,0.0810810810810811
TOPB45_0432,0.0675675675675676,0.0432432432432432,0.0621621621621622,0.0378378378378378,0.0108108108108108,0.0810810810810811,0.0378378378378378,0.072972972972973,0.00540540540540541,0.0972972972972973,0.113513513513514,0.0945945945945946,0.0243243243243243,0.0162162162162162,0.0324324324324324,0.0513513513513514,0.0351351351351351,0.0108108108108108,0.0351351351351351,0.0702702702702703
TOPB45_0433,0.0665499124343257,0.042031523642732,0.0341506129597198,0.0525394045534151,0.00875656742556918,0.108581436077058,0.0192644483362522,0.0604203152364273,0.0192644483362522,0.0840630472854641,0.121716287215412,0.104203152364273,0.0157618213660245,0.0481611208406305,0.0359019264448336,0.0446584938704028,0.0341506129597198,0.00700525394045534,0.0464098073555166,0.0464098073555166
TOPB45_0434,0.0808080808080808,0.0202020202020202,0.0202020202020202,0.0808080808080808,0,0.252525252525253,0.0303030303030303,0.0303030303030303,0.0101010101010101,0.0808080808080808,0.141414141414141,0.0606060606060606,0.0404040404040404,0.0303030303030303,0.0101010101010101,0.0303030303030303,0.0303030303030303,0,0.0101010101010101,0.0404040404040404
TOPB45_0435,0.0446304044630404,0.0362622036262204,0.0557880055788006,0.0529986052998605,0.00697350069735007,0.0697350069735007,0.0306834030683403,0.0488145048814505,0.0125523012552301,0.0864714086471409,0.099023709902371,0.0878661087866109,0.00836820083682008,0.096234309623431,0.0362622036262204,0.0557880055788006,0.0585774058577406,0.0125523012552301,0.0739191073919107,0.0264993026499303
TOPB45_0436,0.032051282051282,0.0192307692307692,0.0384615384615385,0.0192307692307692,0,0.115384615384615,0.0192307692307692,0.0576923076923077,0.0128205128205128,0.108974358974359,0.128205128205128,0.153846153846154,0.0192307692307692,0.0576923076923077,0.032051282051282,0.0576923076923077,0.032051282051282,0.00641025641025641,0.0384615384615385,0.0512820512820513
TOPB45_0437,0.0771428571428571,0.0257142857142857,0.04,0.0371428571428571,0.0114285714285714,0.0885714285714286,0.0285714285714286,0.0742857142857143,0.0314285714285714,0.08,0.111428571428571,0.0685714285714286,0.0142857142857143,0.06,0.0628571428571429,0.0314285714285714,0.0485714285714286,0.0114285714285714,0.0628571428571429,0.0342857142857143
TOPB45_0438,0.0747663551401869,0.0560747663551402,0.0280373831775701,0.0342679127725857,0,0.109034267912773,0.0342679127725857,0.0529595015576324,0.00623052959501558,0.0841121495327103,0.102803738317757,0.121495327102804,0.00934579439252336,0.0467289719626168,0.0404984423676012,0.0311526479750779,0.0311526479750779,0.00623052959501558,0.0560747663551402,0.0747663551401869
TOPB45_0439,0.0367775831873905,0.0402802101576182,0.042031523642732,0.0385288966725044,0.010507880910683,0.0963222416812609,0.0192644483362522,0.0788091068301226,0.0122591943957968,0.0788091068301226,0.138353765323993,0.103327495621716,0.021015761821366,0.0455341506129597,0.0437828371278459,0.0612959719789842,0.0472854640980736,0.00700525394045534,0.021015761821366,0.0577933450087566
TOPB45_0440,0.046070460704607,0.037940379403794,0.029810298102981,0.021680216802168,0.00542005420054201,0.0542005420054201,0.010840108401084,0.0514905149051491,0.00542005420054201,0.0867208672086721,0.127371273712737,0.0731707317073171,0.024390243902439,0.102981029810298,0.040650406504065,0.0542005420054201,0.0623306233062331,0.00542005420054201,0.0704607046070461,0.0894308943089431
TOPB45_0441,0.0539083557951483,0.0431266846361186,0.032345013477089,0.0269541778975741,0.00269541778975741,0.045822102425876,0.0188679245283019,0.0485175202156334,0.00269541778975741,0.137466307277628,0.126684636118598,0.0619946091644205,0.0485175202156334,0.0700808625336927,0.0377358490566038,0.0754716981132075,0.045822102425876,0.0134770889487871,0.0404312668463612,0.0673854447439353
TOPB45_0442,0.0894308943089431,0.016260162601626,0.032520325203252,0.0650406504065041,0.00813008130081301,0.0894308943089431,0,0.0569105691056911,0,0.0975609756097561,0.0975609756097561,0.113821138211382,0.016260162601626,0.0650406504065041,0.0813008130081301,0.032520325203252,0.040650406504065,0.016260162601626,0.032520325203252,0.0487804878048781
TOPB45_0443,0.10958904109589,0.0410958904109589,0.0205479452054795,0.0410958904109589,0.00684931506849315,0.0958904109589041,0.0205479452054795,0.0753424657534247,0.0136986301369863,0.0616438356164384,0.089041095890411,0.10958904109589,0.0273972602739726,0.0616438356164384,0,0.0684931506849315,0.0342465753424658,0.0136986301369863,0.0410958904109589,0.0684931506849315
TOPB45_0444,0.0327102803738318,0.0654205607476635,0.0373831775700935,0.0373831775700935,0.00934579439252336,0.107476635514019,0.0186915887850467,0.0607476635514019,0.0186915887850467,0.11214953271028,0.126168224299065,0.0747663551401869,0.00467289719626168,0.0747663551401869,0.0373831775700935,0.0654205607476635,0.0233644859813084,0.0186915887850467,0.0373831775700935,0.0373831775700935
TOPB45_0445,0.080168776371308,0.029535864978903,0.0421940928270042,0.040084388185654,0.00632911392405063,0.0949367088607595,0.0316455696202532,0.0464135021097046,0.0126582278481013,0.0759493670886076,0.128691983122363,0.10126582278481,0.0253164556962025,0.0611814345991561,0.0253164556962025,0.0632911392405063,0.0379746835443038,0.00421940928270042,0.0654008438818565,0.0274261603375527
TOPB45_0446,0.0337078651685393,0.0449438202247191,0.0674157303370786,0.0337078651685393,0.0449438202247191,0.123595505617978,0.0112359550561798,0.0337078651685393,0.0112359550561798,0.134831460674157,0.0561797752808989,0.0898876404494382,0.0112359550561798,0.0561797752808989,0.0561797752808989,0.0449438202247191,0.0561797752808989,0,0.0449438202247191,0.0449438202247191
TOPB45_0447,0.0411985018726592,0.0411985018726592,0.0411985018726592,0.0337078651685393,0.00749063670411985,0.0973782771535581,0.0224719101123595,0.0561797752808989,0.0149812734082397,0.0898876404494382,0.108614232209738,0.112359550561798,0.0112359550561798,0.0636704119850187,0.048689138576779,0.0561797752808989,0.0299625468164794,0.00749063670411985,0.0636704119850187,0.052434456928839
TOPB45_0448,0.0308747855917667,0.0360205831903945,0.0514579759862779,0.0514579759862779,0.0102915951972556,0.0789022298456261,0.0188679245283019,0.0548885077186964,0.0240137221269297,0.0960548885077187,0.104631217838765,0.0874785591766724,0.00857632933104631,0.0771869639794168,0.039451114922813,0.072041166380789,0.039451114922813,0.0137221269296741,0.0600343053173242,0.0445969125214408
TOPB45_0449,0.0841584158415842,0.0371287128712871,0.0346534653465347,0.0321782178217822,0.00742574257425743,0.0693069306930693,0.0272277227722772,0.099009900990099,0.0272277227722772,0.0742574257425743,0.0891089108910891,0.0965346534653465,0.0198019801980198,0.0371287128712871,0.0445544554455446,0.0420792079207921,0.047029702970297,0.00742574257425743,0.051980198019802,0.0717821782178218
TOPB45_0450,0.0836501901140684,0.026615969581749,0.0228136882129278,0.0494296577946768,0.0114068441064639,0.0760456273764259,0.0114068441064639,0.0608365019011407,0.00380228136882129,0.110266159695817,0.0874524714828897,0.125475285171103,0.0152091254752852,0.0494296577946768,0.0722433460076046,0.0570342205323194,0.0418250950570342,0.0114068441064639,0.0304182509505703,0.0532319391634981
TOPB45_0451,0.0607734806629834,0.0220994475138122,0.0414364640883978,0.0469613259668508,0.00552486187845304,0.0773480662983425,0.0193370165745856,0.0635359116022099,0.0165745856353591,0.110497237569061,0.110497237569061,0.11878453038674,0.0110497237569061,0.0497237569060773,0.0359116022099447,0.074585635359116,0.0303867403314917,0.00276243093922652,0.0386740331491713,0.0635359116022099
TOPB45_0452,0.0664335664335664,0.034965034965035,0.0314685314685315,0.0594405594405594,0.013986013986014,0.0944055944055944,0.0034965034965035,0.0699300699300699,0.0104895104895105,0.0734265734265734,0.0979020979020979,0.111888111888112,0.0104895104895105,0.0664335664335664,0.0244755244755245,0.0664335664335664,0.048951048951049,0.0104895104895105,0.0384615384615385,0.0664335664335664
TOPB45_0453,0.0784982935153584,0.0204778156996587,0.0477815699658703,0.0307167235494881,0.0068259385665529,0.0853242320819113,0.0307167235494881,0.068259385665529,0.0102389078498294,0.068259385665529,0.129692832764505,0.0887372013651877,0.0307167235494881,0.0170648464163823,0.0477815699658703,0.0409556313993174,0.0784982935153584,0.0068259385665529,0.037542662116041,0.0750853242320819
TOPB45_0454,0.0809399477806789,0.02088772845953,0.0443864229765013,0.0234986945169713,0.00783289817232376,0.101827676240209,0.00783289817232376,0.0783289817232376,0.0182767624020888,0.114882506527415,0.0704960835509138,0.117493472584856,0.0130548302872063,0.0391644908616188,0.0339425587467363,0.0574412532637076,0.0522193211488251,0.0156657963446475,0.0391644908616188,0.0626631853785901
TOPB45_0455,0.0295081967213115,0.0754098360655738,0.0262295081967213,0.0459016393442623,0.00983606557377049,0.121311475409836,0.0163934426229508,0.0327868852459016,0.0229508196721311,0.0852459016393443,0.108196721311475,0.101639344262295,0.0163934426229508,0.0885245901639344,0.0459016393442623,0.0557377049180328,0.019672131147541,0.0131147540983607,0.0622950819672131,0.0229508196721311
TOPB45_0456,0.051948051948052,0.0367965367965368,0.0497835497835498,0.0735930735930736,0.00216450216450216,0.0757575757575758,0.0324675324675325,0.0692640692640693,0.0151515151515152,0.0476190476190476,0.106060606060606,0.123376623376623,0.0194805194805195,0.051948051948052,0.0367965367965368,0.0454545454545455,0.038961038961039,0.0151515151515152,0.0627705627705628,0.0454545454545455
TOPB45_0458,0.03125,0.0625,0.0178571428571429,0.0491071428571429,0.00892857142857143,0.0982142857142857,0.0133928571428571,0.0580357142857143,0.00446428571428571,0.125,0.165178571428571,0.0982142857142857,0.00446428571428571,0.0178571428571429,0.03125,0.0669642857142857,0.0357142857142857,0.00446428571428571,0.0535714285714286,0.0535714285714286
TOPB45_0459,0.0476190476190476,0.030812324929972,0.0392156862745098,0.0448179271708683,0.00280112044817927,0.103641456582633,0.0112044817927171,0.0420168067226891,0.00560224089635854,0.100840336134454,0.15406162464986,0.131652661064426,0.0168067226890756,0.0700280112044818,0.0448179271708683,0.061624649859944,0.0112044817927171,0.0168067226890756,0.030812324929972,0.0336134453781513
TOPB45_0460,0.0295566502463054,0.0285714285714286,0.0433497536945813,0.0482758620689655,0.00886699507389163,0.108374384236453,0.0206896551724138,0.0334975369458128,0.0118226600985222,0.108374384236453,0.130049261083744,0.116256157635468,0.00492610837438424,0.0788177339901478,0.0344827586206897,0.0571428571428571,0.0423645320197044,0.00788177339901478,0.0472906403940887,0.0394088669950739
TOPB45_0461,0.0656370656370656,0.0463320463320463,0.0347490347490347,0.027027027027027,0.00772200772200772,0.1003861003861,0.0193050193050193,0.0308880308880309,0.0347490347490347,0.0772200772200772,0.0849420849420849,0.111969111969112,0.0231660231660232,0.0540540540540541,0.0463320463320463,0.0772200772200772,0.0308880308880309,0.00772200772200772,0.0386100386100386,0.0810810810810811
TOPB45_0462,0.0542299349240781,0.0390455531453362,0.0542299349240781,0.0607375271149675,0.00433839479392625,0.052060737527115,0.03470715835141,0.10412147505423,0.017353579175705,0.0672451193058568,0.0563991323210412,0.0889370932754881,0.0216919739696312,0.0780911062906725,0.0281995661605206,0.0498915401301518,0.052060737527115,0.0151843817787419,0.0845986984815618,0.0368763557483731
TOPB45_0463,0.0546218487394958,0.0294117647058824,0.046218487394958,0.0798319327731092,0.0210084033613445,0.092436974789916,0.00840336134453781,0.0546218487394958,0.0378151260504202,0.0756302521008403,0.117647058823529,0.109243697478992,0.0168067226890756,0.0504201680672269,0.0378151260504202,0.0336134453781513,0.046218487394958,0.00420168067226891,0.0336134453781513,0.0504201680672269
TOPB45_0464,0.0535714285714286,0.0208333333333333,0.0297619047619048,0.0386904761904762,0.0178571428571429,0.0982142857142857,0.0178571428571429,0.0892857142857143,0.0148809523809524,0.116071428571429,0.101190476190476,0.0833333333333333,0.0119047619047619,0.0595238095238095,0.0446428571428571,0.068452380952381,0.0446428571428571,0.00297619047619048,0.0267857142857143,0.0595238095238095
TOPB45_0465,0.0265486725663717,0.00884955752212389,0.0176991150442478,0.0619469026548673,0.0353982300884956,0.106194690265487,0.0176991150442478,0.0530973451327434,0.00884955752212389,0.0973451327433628,0.123893805309735,0.132743362831858,0.0176991150442478,0.0619469026548673,0.0353982300884956,0.0442477876106195,0.0530973451327434,0.00884955752212389,0.0176991150442478,0.0707964601769911
TOPB45_0466,0.0163934426229508,0.00546448087431694,0.0273224043715847,0.0437158469945355,0.00546448087431694,0.0983606557377049,0.0163934426229508,0.087431693989071,0.0163934426229508,0.109289617486339,0.14207650273224,0.131147540983607,0.0109289617486339,0.0218579234972678,0.0437158469945355,0.0710382513661202,0.0163934426229508,0.00546448087431694,0.0382513661202186,0.092896174863388
TOPB45_0467,0.0604026845637584,0.023489932885906,0.0201342281879195,0.0436241610738255,0.0134228187919463,0.10738255033557,0.0167785234899329,0.0671140939597315,0.00671140939597315,0.104026845637584,0.110738255033557,0.114093959731544,0.0167785234899329,0.0436241610738255,0.0402684563758389,0.0704697986577181,0.0302013422818792,0,0.0302013422818792,0.0805369127516778
TOPB45_0468,0.093167701863354,0.0186335403726708,0.0124223602484472,0.015527950310559,0.0124223602484472,0.0217391304347826,0.0186335403726708,0.105590062111801,0.0062111801242236,0.111801242236025,0.149068322981366,0.0496894409937888,0.0186335403726708,0.0683229813664596,0.0496894409937888,0.0652173913043478,0.0372670807453416,0.0341614906832298,0.0093167701863354,0.102484472049689
TOPB45_0469,0.0510948905109489,0.0145985401459854,0.0583941605839416,0.0218978102189781,0.0072992700729927,0.0437956204379562,0.0218978102189781,0.0802919708029197,0.0145985401459854,0.160583941605839,0.182481751824818,0.0802919708029197,0.0145985401459854,0.0364963503649635,0.0437956204379562,0,0.0583941605839416,0.0218978102189781,0.0510948905109489,0.0364963503649635
TOPB45_0470,0.0632911392405063,0.0221518987341772,0.0348101265822785,0.0537974683544304,0.00316455696202532,0.0854430379746835,0.00632911392405063,0.060126582278481,0.00949367088607595,0.132911392405063,0.129746835443038,0.161392405063291,0.0158227848101266,0.0158227848101266,0.0221518987341772,0.0537974683544304,0.0411392405063291,0.0158227848101266,0.0411392405063291,0.0316455696202532
TOPB45_0471,0.0410958904109589,0.0410958904109589,0.0719178082191781,0.0616438356164384,0.0102739726027397,0.0753424657534247,0.023972602739726,0.0342465753424658,0.00684931506849315,0.13013698630137,0.106164383561644,0.123287671232877,0.0171232876712329,0.0410958904109589,0.0342465753424658,0.0513698630136986,0.0445205479452055,0,0.023972602739726,0.0616438356164384
TOPB45_0472,0.0921052631578947,0.0657894736842105,0.0460526315789474,0.0328947368421053,0.0328947368421053,0.118421052631579,0.0197368421052632,0.0592105263157895,0.0131578947368421,0.0921052631578947,0.125,0.0855263157894737,0.0197368421052632,0.0526315789473684,0.0328947368421053,0.0131578947368421,0.0263157894736842,0,0.0197368421052632,0.0526315789473684
TOPB45_0473,0.036697247706422,0.0238532110091743,0.0532110091743119,0.0165137614678899,0.0110091743119266,0.0568807339449541,0.0275229357798165,0.0477064220183486,0.0146788990825688,0.110091743119266,0.172477064220183,0.0899082568807339,0.0073394495412844,0.0917431192660551,0.0403669724770642,0.0678899082568807,0.036697247706422,0.0055045871559633,0.0440366972477064,0.0458715596330275
TOPB45_0474,0.0566801619433198,0.0445344129554656,0.0445344129554656,0.0404858299595142,0.00404858299595142,0.105263157894737,0.00809716599190283,0.0445344129554656,0.0202429149797571,0.0769230769230769,0.165991902834008,0.129554655870445,0.0161943319838057,0.0364372469635627,0.0323886639676113,0.0404858299595142,0.0566801619433198,0,0.0364372469635627,0.0404858299595142
TOPB45_0475,0.0125,0.0125,0.0625,0.025,0,0.0875,0.0375,0.075,0.01875,0.125,0.1,0.1375,0.00625,0.09375,0.0125,0.025,0.04375,0.01875,0.0625,0.04375
TOPB45_0476,0.0508474576271186,0.0282485875706215,0.0451977401129944,0.0621468926553672,0.00564971751412429,0.096045197740113,0.0169491525423729,0.0847457627118644,0.0112994350282486,0.101694915254237,0.135593220338983,0.107344632768362,0.0112994350282486,0.0169491525423729,0.0282485875706215,0.0338983050847458,0.0112994350282486,0.0169491525423729,0.0451977401129944,0.0903954802259887
TOPB45_0477,0.0681818181818182,0.0378787878787879,0.0265151515151515,0.0606060606060606,0.0113636363636364,0.0643939393939394,0.0454545454545455,0.071969696969697,0.0113636363636364,0.0681818181818182,0.0795454545454545,0.0871212121212121,0.0189393939393939,0.0606060606060606,0.0492424242424242,0.053030303030303,0.0416666666666667,0.0113636363636364,0.0340909090909091,0.0984848484848485
TOPB45_0478,0.0481695568400771,0.0404624277456647,0.0366088631984586,0.0385356454720617,0.0173410404624277,0.10597302504817,0.00770712909441233,0.0404624277456647,0.00385356454720617,0.0944123314065511,0.129094412331407,0.134874759152216,0.00770712909441233,0.0751445086705202,0.0443159922928709,0.0578034682080925,0.0211946050096339,0.0154142581888247,0.0366088631984586,0.0443159922928709
