CTDC_hydrophobicity.Group1,CTDC_hydrophobicity.Group2,CTDC_hydrophobicity.Group3,CTDC_normwaalsvolume.Group1,CTDC_normwaalsvolume.Group2,CTDC_normwaalsvolume.Group3,CTDC_polarity.Group1,CTDC_polarity.Group2,CTDC_polarity.Group3,CTDC_polarizability.Group1,CTDC_polarizability.Group2,CTDC_polarizability.Group3,CTDC_charge.Group1,CTDC_charge.Group2,CTDC_charge.Group3,CTDC_secondarystruct.Group1,CTDC_secondarystruct.Group2,CTDC_secondarystruct.Group3,CTDC_solventaccess.Group1,CTDC_solventaccess.Group2,CTDC_solventaccess.Group3
TOPB45_0027,0.298429319371728,0.324607329842932,0.37696335078534,0.282722513089005,0.408376963350785,0.308900523560209,0.431937172774869,0.256544502617801,0.31151832460733,0.232984293193717,0.458115183246073,0.308900523560209,0.157068062827225,0.74869109947644,0.0942408376963351,0.442408376963351,0.335078534031414,0.222513089005236,0.465968586387435,0.298429319371728,0.235602094240838
TOPB45_0028,0.352201257861635,0.289308176100629,0.358490566037736,0.292452830188679,0.437106918238994,0.270440251572327,0.386792452830189,0.238993710691824,0.374213836477987,0.245283018867925,0.484276729559748,0.270440251572327,0.150943396226415,0.710691823899371,0.138364779874214,0.471698113207547,0.308176100628931,0.220125786163522,0.449685534591195,0.352201257861635,0.19811320754717
TOPB45_0029,0.37956204379562,0.255474452554745,0.364963503649635,0.302919708029197,0.445255474452555,0.251824817518248,0.375912408759124,0.244525547445255,0.37956204379562,0.27007299270073,0.478102189781022,0.251824817518248,0.164233576642336,0.68978102189781,0.145985401459854,0.474452554744526,0.306569343065693,0.218978102189781,0.489051094890511,0.37956204379562,0.131386861313869
TOPB45_0030,0.29368029739777,0.379182156133829,0.327137546468401,0.368029739776952,0.37546468401487,0.256505576208178,0.368029739776952,0.304832713754647,0.327137546468401,0.304832713754647,0.438661710037175,0.256505576208178,0.111524163568773,0.765799256505576,0.122676579925651,0.356877323420074,0.356877323420074,0.286245353159851,0.468401486988848,0.29368029739777,0.237918215613383
TOPB45_0031,0.328947368421053,0.309210526315789,0.361842105263158,0.282894736842105,0.453947368421053,0.263157894736842,0.394736842105263,0.263157894736842,0.342105263157895,0.223684210526316,0.513157894736842,0.263157894736842,0.131578947368421,0.743421052631579,0.125,0.460526315789474,0.328947368421053,0.210526315789474,0.493421052631579,0.328947368421053,0.177631578947368
TOPB45_0032,0.4,0.22,0.38,0.226666666666667,0.413333333333333,0.36,0.406666666666667,0.173333333333333,0.42,0.166666666666667,0.473333333333333,0.36,0.206666666666667,0.646666666666667,0.146666666666667,0.54,0.313333333333333,0.146666666666667,0.44,0.4,0.16
TOPB45_0033,0.334319526627219,0.363905325443787,0.301775147928994,0.372781065088757,0.402366863905325,0.224852071005917,0.340236686390533,0.325443786982249,0.334319526627219,0.35207100591716,0.423076923076923,0.224852071005917,0.14792899408284,0.718934911242604,0.133136094674556,0.476331360946746,0.27810650887574,0.245562130177515,0.467455621301775,0.334319526627219,0.198224852071006
TOPB45_0034,0.330578512396694,0.297520661157025,0.371900826446281,0.309917355371901,0.429752066115702,0.260330578512397,0.384297520661157,0.268595041322314,0.347107438016529,0.268595041322314,0.471074380165289,0.260330578512397,0.140495867768595,0.727272727272727,0.132231404958678,0.487603305785124,0.276859504132231,0.235537190082645,0.454545454545455,0.330578512396694,0.214876033057851
TOPB45_0035,0.152941176470588,0.396078431372549,0.450980392156863,0.388235294117647,0.392156862745098,0.219607843137255,0.486274509803922,0.352941176470588,0.16078431372549,0.349019607843137,0.431372549019608,0.219607843137255,0.0705882352941176,0.874509803921569,0.0549019607843137,0.372549019607843,0.380392156862745,0.247058823529412,0.6,0.152941176470588,0.247058823529412
TOPB45_0036,0.294010889292196,0.368421052631579,0.337568058076225,0.386569872958258,0.38475499092559,0.228675136116152,0.353901996370236,0.332123411978221,0.313974591651543,0.319419237749546,0.451905626134301,0.228675136116152,0.130671506352087,0.749546279491833,0.11978221415608,0.460980036297641,0.263157894736842,0.275862068965517,0.49546279491833,0.294010889292196,0.210526315789474
TOPB45_0037,0.337837837837838,0.283783783783784,0.378378378378378,0.337837837837838,0.432432432432432,0.22972972972973,0.405405405405405,0.256756756756757,0.337837837837838,0.27027027027027,0.5,0.22972972972973,0.148648648648649,0.675675675675676,0.175675675675676,0.513513513513513,0.283783783783784,0.202702702702703,0.472972972972973,0.337837837837838,0.189189189189189
TOPB45_0038,0.420454545454545,0.238636363636364,0.340909090909091,0.261363636363636,0.5,0.238636363636364,0.352272727272727,0.215909090909091,0.431818181818182,0.193181818181818,0.568181818181818,0.238636363636364,0.193181818181818,0.659090909090909,0.147727272727273,0.545454545454545,0.272727272727273,0.181818181818182,0.409090909090909,0.420454545454545,0.170454545454545
TOPB45_0039,0.398950131233596,0.307086614173228,0.293963254593176,0.330708661417323,0.362204724409449,0.307086614173228,0.341207349081365,0.251968503937008,0.406824146981627,0.26246719160105,0.430446194225722,0.307086614173228,0.183727034120735,0.645669291338583,0.170603674540682,0.435695538057743,0.291338582677165,0.272965879265092,0.427821522309711,0.398950131233596,0.173228346456693
TOPB45_0040,0.291925465838509,0.347826086956522,0.360248447204969,0.366459627329193,0.397515527950311,0.236024844720497,0.37888198757764,0.304347826086957,0.316770186335404,0.298136645962733,0.46583850931677,0.236024844720497,0.130434782608696,0.726708074534162,0.142857142857143,0.472049689440994,0.329192546583851,0.198757763975155,0.478260869565217,0.291925465838509,0.229813664596273
TOPB45_0041,0.5,0.2,0.3,0.266666666666667,0.45,0.283333333333333,0.308333333333333,0.191666666666667,0.5,0.208333333333333,0.508333333333333,0.283333333333333,0.225,0.541666666666667,0.233333333333333,0.675,0.2,0.125,0.383333333333333,0.5,0.116666666666667
TOPB45_0042,0.328587699316629,0.335421412300683,0.335990888382688,0.328018223234624,0.420273348519362,0.251708428246014,0.379840546697039,0.27619589977221,0.343963553530752,0.263097949886105,0.485193621867882,0.251708428246014,0.137243735763098,0.733485193621868,0.129271070615034,0.439635535307517,0.298405466970387,0.261958997722096,0.44248291571754,0.328587699316629,0.228929384965831
TOPB45_0043,0.319796954314721,0.284263959390863,0.395939086294416,0.309644670050761,0.482233502538071,0.208121827411168,0.416243654822335,0.253807106598985,0.32994923857868,0.274111675126904,0.517766497461929,0.208121827411168,0.126903553299492,0.725888324873096,0.147208121827411,0.436548223350254,0.309644670050761,0.253807106598985,0.472081218274112,0.319796954314721,0.208121827411168
TOPB45_0044,0.277777777777778,0.396464646464646,0.325757575757576,0.373737373737374,0.383838383838384,0.242424242424242,0.381313131313131,0.323232323232323,0.295454545454545,0.297979797979798,0.45959595959596,0.242424242424242,0.103535353535354,0.80050505050505,0.095959595959596,0.378787878787879,0.325757575757576,0.295454545454545,0.472222222222222,0.277777777777778,0.25
TOPB45_0045,0.205128205128205,0.376068376068376,0.418803418803419,0.358974358974359,0.435897435897436,0.205128205128205,0.427350427350427,0.358974358974359,0.213675213675214,0.247863247863248,0.547008547008547,0.205128205128205,0.0854700854700855,0.854700854700855,0.0598290598290598,0.367521367521368,0.367521367521368,0.264957264957265,0.495726495726496,0.205128205128205,0.299145299145299
TOPB45_0046,0.310880829015544,0.326424870466321,0.362694300518135,0.318652849740933,0.411917098445596,0.269430051813472,0.401554404145078,0.269430051813472,0.329015544041451,0.259067357512953,0.471502590673575,0.269430051813472,0.139896373056995,0.740932642487047,0.119170984455959,0.450777202072539,0.316062176165803,0.233160621761658,0.471502590673575,0.310880829015544,0.217616580310881
TOPB45_0047,0.250696378830084,0.32033426183844,0.428969359331476,0.295264623955432,0.465181058495822,0.239554317548747,0.45125348189415,0.278551532033426,0.270194986072423,0.242339832869081,0.518105849582173,0.239554317548747,0.105849582172702,0.799442896935933,0.0947075208913649,0.434540389972145,0.33983286908078,0.225626740947075,0.554317548746518,0.250696378830084,0.194986072423398
TOPB45_0048,0.257510729613734,0.356223175965665,0.386266094420601,0.339055793991416,0.429184549356223,0.231759656652361,0.433476394849785,0.309012875536481,0.257510729613734,0.266094420600858,0.502145922746781,0.231759656652361,0.111587982832618,0.793991416309013,0.0944206008583691,0.420600858369099,0.283261802575107,0.296137339055794,0.48068669527897,0.257510729613734,0.261802575107296
TOPB45_0049,0.198776758409786,0.345565749235474,0.45565749235474,0.336391437308869,0.409785932721713,0.253822629969419,0.492354740061162,0.296636085626911,0.211009174311927,0.2782874617737,0.467889908256881,0.253822629969419,0.0948012232415902,0.840978593272171,0.0642201834862385,0.409785932721713,0.345565749235474,0.244648318042813,0.556574923547401,0.198776758409786,0.244648318042813
TOPB45_0050,0.184115523465704,0.346570397111913,0.469314079422383,0.339350180505415,0.454873646209386,0.205776173285199,0.490974729241877,0.314079422382672,0.194945848375451,0.277978339350181,0.516245487364621,0.205776173285199,0.0794223826714801,0.848375451263538,0.0722021660649819,0.411552346570397,0.339350180505415,0.249097472924188,0.59927797833935,0.184115523465704,0.216606498194946
TOPB45_0052,0.315254237288136,0.335593220338983,0.349152542372881,0.345762711864407,0.420338983050847,0.233898305084746,0.393220338983051,0.277966101694915,0.328813559322034,0.271186440677966,0.494915254237288,0.233898305084746,0.125423728813559,0.735593220338983,0.138983050847458,0.454237288135593,0.291525423728814,0.254237288135593,0.444067796610169,0.315254237288136,0.240677966101695
TOPB45_0053,0.334967320261438,0.318627450980392,0.34640522875817,0.295751633986928,0.398692810457516,0.305555555555556,0.395424836601307,0.254901960784314,0.349673202614379,0.23202614379085,0.462418300653595,0.305555555555556,0.147058823529412,0.722222222222222,0.130718954248366,0.44281045751634,0.330065359477124,0.227124183006536,0.42483660130719,0.334967320261438,0.240196078431373
TOPB45_0054,0.384146341463415,0.265243902439024,0.350609756097561,0.274390243902439,0.469512195121951,0.25609756097561,0.375,0.234756097560976,0.390243902439024,0.219512195121951,0.524390243902439,0.25609756097561,0.167682926829268,0.673780487804878,0.158536585365854,0.527439024390244,0.25609756097561,0.216463414634146,0.448170731707317,0.384146341463415,0.167682926829268
TOPB45_0055,0.382022471910112,0.295345104333868,0.322632423756019,0.272873194221509,0.404494382022472,0.322632423756019,0.393258426966292,0.221508828250401,0.385232744783307,0.242375601926164,0.434991974317817,0.322632423756019,0.163723916532905,0.682182985553772,0.154093097913323,0.48314606741573,0.304975922953451,0.211878009630819,0.402889245585875,0.382022471910112,0.215088282504013
TOPB45_0056,0.36734693877551,0.285714285714286,0.346938775510204,0.292517006802721,0.433106575963719,0.27437641723356,0.378684807256236,0.242630385487528,0.378684807256236,0.249433106575964,0.476190476190476,0.27437641723356,0.154195011337868,0.696145124716553,0.149659863945578,0.498866213151927,0.26984126984127,0.231292517006803,0.435374149659864,0.36734693877551,0.197278911564626
TOPB45_0057,0.396946564885496,0.320610687022901,0.282442748091603,0.282442748091603,0.450381679389313,0.267175572519084,0.320610687022901,0.259541984732824,0.419847328244275,0.251908396946565,0.480916030534351,0.267175572519084,0.152671755725191,0.709923664122137,0.137404580152672,0.526717557251908,0.244274809160305,0.229007633587786,0.366412213740458,0.396946564885496,0.236641221374046
TOPB45_0058,0.323529411764706,0.352941176470588,0.323529411764706,0.367647058823529,0.433823529411765,0.198529411764706,0.352941176470588,0.316176470588235,0.330882352941176,0.308823529411765,0.492647058823529,0.198529411764706,0.132352941176471,0.75,0.117647058823529,0.455882352941176,0.272058823529412,0.272058823529412,0.441176470588235,0.323529411764706,0.235294117647059
TOPB45_0059,0.484536082474227,0.154639175257732,0.360824742268041,0.206185567010309,0.525773195876289,0.268041237113402,0.371134020618557,0.144329896907216,0.484536082474227,0.195876288659794,0.536082474226804,0.268041237113402,0.164948453608247,0.701030927835051,0.134020618556701,0.577319587628866,0.206185567010309,0.216494845360825,0.402061855670103,0.484536082474227,0.11340206185567
TOPB45_0060,0.346303501945525,0.340466926070039,0.313229571984436,0.340466926070039,0.437743190661479,0.221789883268482,0.348249027237354,0.303501945525292,0.348249027237354,0.270428015564202,0.507782101167315,0.221789883268482,0.140077821011673,0.712062256809339,0.147859922178988,0.486381322957198,0.260700389105058,0.252918287937743,0.437743190661479,0.346303501945525,0.215953307392996
TOPB45_0061,0.395833333333333,0.273809523809524,0.330357142857143,0.294642857142857,0.476190476190476,0.229166666666667,0.348214285714286,0.244047619047619,0.407738095238095,0.25,0.520833333333333,0.229166666666667,0.145833333333333,0.660714285714286,0.193452380952381,0.55952380952381,0.235119047619048,0.205357142857143,0.443452380952381,0.395833333333333,0.160714285714286
TOPB45_0062,0.44017094017094,0.256410256410256,0.303418803418803,0.256410256410256,0.457264957264957,0.286324786324786,0.329059829059829,0.222222222222222,0.448717948717949,0.222222222222222,0.491452991452991,0.286324786324786,0.188034188034188,0.628205128205128,0.183760683760684,0.504273504273504,0.260683760683761,0.235042735042735,0.38034188034188,0.44017094017094,0.179487179487179
TOPB45_0063,0.308219178082192,0.360730593607306,0.331050228310502,0.378995433789954,0.399543378995434,0.221461187214612,0.372146118721461,0.310502283105023,0.317351598173516,0.324200913242009,0.454337899543379,0.221461187214612,0.13013698630137,0.735159817351598,0.134703196347032,0.422374429223744,0.285388127853881,0.292237442922374,0.484018264840183,0.308219178082192,0.207762557077626
TOPB45_0064,0.513698630136986,0.123287671232877,0.363013698630137,0.123287671232877,0.5,0.376712328767123,0.410958904109589,0.0684931506849315,0.520547945205479,0.10958904109589,0.513698630136986,0.376712328767123,0.246575342465753,0.589041095890411,0.164383561643836,0.60958904109589,0.253424657534247,0.136986301369863,0.363013698630137,0.513698630136986,0.123287671232877
TOPB45_0065,0.365591397849462,0.279569892473118,0.354838709677419,0.306451612903226,0.408602150537634,0.28494623655914,0.370967741935484,0.263440860215054,0.365591397849462,0.263440860215054,0.451612903225806,0.28494623655914,0.166666666666667,0.693548387096774,0.139784946236559,0.56989247311828,0.241935483870968,0.188172043010753,0.440860215053763,0.365591397849462,0.193548387096774
TOPB45_0066,0.2,0.290196078431373,0.509803921568627,0.254901960784314,0.431372549019608,0.313725490196078,0.552941176470588,0.235294117647059,0.211764705882353,0.2,0.486274509803922,0.313725490196078,0.0862745098039216,0.862745098039216,0.0509803921568627,0.388235294117647,0.4,0.211764705882353,0.568627450980392,0.2,0.231372549019608
TOPB45_0067,0.318518518518519,0.318518518518519,0.362962962962963,0.3,0.418518518518519,0.281481481481481,0.4,0.251851851851852,0.348148148148148,0.225925925925926,0.492592592592593,0.281481481481481,0.118518518518519,0.774074074074074,0.107407407407407,0.42962962962963,0.311111111111111,0.259259259259259,0.496296296296296,0.318518518518519,0.185185185185185
TOPB45_0068,0.36244019138756,0.257177033492823,0.380382775119617,0.246411483253589,0.45933014354067,0.294258373205742,0.430622009569378,0.200956937799043,0.368421052631579,0.187799043062201,0.517942583732057,0.294258373205742,0.120813397129187,0.745215311004785,0.133971291866029,0.413875598086124,0.330143540669856,0.255980861244019,0.41866028708134,0.36244019138756,0.2188995215311
TOPB45_0069,0.402173913043478,0.315217391304348,0.282608695652174,0.33695652173913,0.347826086956522,0.315217391304348,0.282608695652174,0.315217391304348,0.402173913043478,0.282608695652174,0.402173913043478,0.315217391304348,0.239130434782609,0.641304347826087,0.119565217391304,0.597826086956522,0.206521739130435,0.195652173913043,0.467391304347826,0.402173913043478,0.130434782608696
TOPB45_0070,0.425992779783394,0.194945848375451,0.379061371841155,0.202166064981949,0.451263537906137,0.346570397111913,0.411552346570397,0.151624548736462,0.436823104693141,0.169675090252708,0.483754512635379,0.346570397111913,0.194945848375451,0.682310469314079,0.122743682310469,0.483754512635379,0.306859205776173,0.209386281588448,0.44043321299639,0.425992779783394,0.133574007220217
TOPB45_0071,0.194285714285714,0.285714285714286,0.52,0.24,0.497142857142857,0.262857142857143,0.574285714285714,0.22,0.205714285714286,0.197142857142857,0.54,0.262857142857143,0.08,0.868571428571429,0.0514285714285714,0.405714285714286,0.402857142857143,0.191428571428571,0.611428571428571,0.194285714285714,0.194285714285714
TOPB45_0072,0.418032786885246,0.278688524590164,0.30327868852459,0.319672131147541,0.319672131147541,0.360655737704918,0.344262295081967,0.229508196721311,0.426229508196721,0.229508196721311,0.409836065573771,0.360655737704918,0.229508196721311,0.614754098360656,0.155737704918033,0.475409836065574,0.311475409836066,0.213114754098361,0.377049180327869,0.418032786885246,0.204918032786885
TOPB45_0073,0.355555555555556,0.266666666666667,0.377777777777778,0.277777777777778,0.5,0.222222222222222,0.388888888888889,0.233333333333333,0.377777777777778,0.255555555555556,0.522222222222222,0.222222222222222,0.122222222222222,0.733333333333333,0.144444444444444,0.522222222222222,0.266666666666667,0.211111111111111,0.422222222222222,0.355555555555556,0.222222222222222
TOPB45_0074,0.292418772563177,0.350180505415162,0.357400722021661,0.306859205776173,0.407942238267148,0.285198555956679,0.425992779783394,0.274368231046931,0.299638989169675,0.24187725631769,0.472924187725632,0.285198555956679,0.11913357400722,0.779783393501805,0.101083032490975,0.404332129963899,0.328519855595668,0.267148014440433,0.469314079422383,0.292418772563177,0.23826714801444
TOPB45_0075,0.314285714285714,0.336507936507937,0.349206349206349,0.355555555555556,0.40952380952381,0.234920634920635,0.374603174603175,0.295238095238095,0.33015873015873,0.292063492063492,0.473015873015873,0.234920634920635,0.13015873015873,0.752380952380952,0.117460317460317,0.444444444444444,0.311111111111111,0.244444444444444,0.479365079365079,0.314285714285714,0.206349206349206
TOPB45_0076,0.343283582089552,0.313432835820896,0.343283582089552,0.328358208955224,0.477611940298507,0.194029850746269,0.348258706467662,0.26865671641791,0.383084577114428,0.258706467661692,0.54726368159204,0.194029850746269,0.124378109452736,0.711442786069652,0.164179104477612,0.45771144278607,0.313432835820896,0.228855721393035,0.437810945273632,0.343283582089552,0.218905472636816
